MsgID.GLOBAL_POSITION,0.0000000,-122.3974466,37.7924814,3.0850000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,299.0020000,0.1568269,0.2998111,-3.0854607
MsgID.LOCAL_VELOCITY,299.0020000,-0.0000360,0.0000603,0.0000442
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974466,37.7924817,3.0930000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,299.2520000,0.1958197,0.2998478,-3.0935178
MsgID.LOCAL_VELOCITY,299.2520000,0.0000133,0.0000309,0.0000324
MsgID.GLOBAL_POSITION,0.0000000,-122.3974463,37.7924810,3.1110000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,299.5020000,0.1111953,0.3276251,-3.1115756
MsgID.LOCAL_VELOCITY,299.5020000,-0.0000089,0.0000126,-0.0000074
MsgID.GLOBAL_POSITION,0.0000000,-122.3974449,37.7924817,3.1340000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,299.7520000,0.1996153,0.4503376,-3.1345494
MsgID.LOCAL_VELOCITY,299.7520000,-0.0000126,-0.0000076,0.0000731
MsgID.GLOBAL_POSITION,0.0000000,-122.3974464,37.7924826,3.1650000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,300.0020000,0.2953685,0.3192915,-3.1657727
MsgID.LOCAL_VELOCITY,300.0020000,-0.0000064,0.0000068,0.0000100
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974479,37.7924825,3.1920000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,300.2530000,0.2794687,0.1791625,-3.1929901
MsgID.LOCAL_VELOCITY,300.2530000,0.0000107,-0.0000015,0.0000312
MsgID.GLOBAL_POSITION,0.0000000,-122.3974472,37.7924808,3.2180000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,300.5030000,0.0896366,0.2447812,-3.2185042
MsgID.LOCAL_VELOCITY,300.5030000,0.0000042,-0.0000125,0.0000609
MsgID.GLOBAL_POSITION,0.0000000,-122.3974451,37.7924804,3.2310000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,300.7530000,0.0476396,0.4346627,-3.2319469
MsgID.LOCAL_VELOCITY,300.7530000,-0.0000021,0.0000043,-0.0000294
MsgID.GLOBAL_POSITION,0.0000000,-122.3974460,37.7924825,3.2340000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,301.0030000,0.2827289,0.3521194,-3.2340574
MsgID.LOCAL_VELOCITY,301.0030000,0.0000020,-0.0000181,0.0000589
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974478,37.7924815,3.2230000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,301.2530000,0.1730998,0.1879972,-3.2237990
MsgID.LOCAL_VELOCITY,301.2530000,-0.0000116,-0.0000031,0.0000163
MsgID.GLOBAL_POSITION,0.0000000,-122.3974479,37.7924813,3.1990000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,301.5030000,0.1448702,0.1857238,-3.1995630
MsgID.LOCAL_VELOCITY,301.5030000,0.0000075,-0.0000209,0.0000405
MsgID.GLOBAL_POSITION,0.0000000,-122.3974473,37.7924807,3.1690000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,301.7530000,0.0862833,0.2348874,-3.1692939
MsgID.LOCAL_VELOCITY,301.7530000,0.0000227,-0.0000122,0.0000592
MsgID.GLOBAL_POSITION,0.0000000,-122.3974471,37.7924799,3.1270000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,302.0030000,-0.0086451,0.2523535,-3.1277235
MsgID.LOCAL_VELOCITY,302.0030000,-0.0000063,-0.0000326,0.0000409
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974466,37.7924803,3.0890000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,302.2530000,0.0393240,0.2972818,-3.0893350
MsgID.LOCAL_VELOCITY,302.2530000,0.0000060,0.0000397,0.0000780
MsgID.LOCAL_POSITION,302.5030000,0.2151271,0.3416864,-3.0487740
MsgID.LOCAL_VELOCITY,302.5030000,-0.0000643,0.0000700,0.0000011
MsgID.GLOBAL_POSITION,0.0000000,-122.3974461,37.7924819,3.0480000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974451,37.7924824,3.0200000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,302.7530000,0.2674789,0.4292493,-3.0208755
MsgID.LOCAL_VELOCITY,302.7530000,-0.0000066,-0.0000080,0.0000357
MsgID.GLOBAL_POSITION,0.0000000,-122.3974476,37.7924805,3.0000000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,303.0030000,0.0565393,0.2063261,-3.0009027
MsgID.LOCAL_VELOCITY,303.0030000,-0.0000044,-0.0000014,0.0001007
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974471,37.7924800,2.9930000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,303.2530000,0.0052312,0.2574830,-2.9938121
MsgID.LOCAL_VELOCITY,303.2530000,-0.0000076,-0.0000005,0.0000304
MsgID.GLOBAL_POSITION,0.0000000,-122.3974445,37.7924813,2.9940000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,303.5030000,0.1538700,0.4806573,-2.9944682
MsgID.LOCAL_VELOCITY,303.5030000,-0.0000065,-0.0000121,0.0000590
MsgID.GLOBAL_POSITION,0.0000000,-122.3974456,37.7924825,2.9980000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,303.7530000,0.2848716,0.3886183,-2.9989295
MsgID.LOCAL_VELOCITY,303.7530000,0.0000309,0.0000212,-0.0000008
MsgID.GLOBAL_POSITION,0.0000000,-122.3974474,37.7924815,3.0030000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,304.0030000,0.1718305,0.2227577,-3.0039783
MsgID.LOCAL_VELOCITY,304.0030000,-0.0000113,0.0000064,0.0000139
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974470,37.7924815,3.0050000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,304.2530000,0.1672124,0.2630470,-3.0056605
MsgID.LOCAL_VELOCITY,304.2530000,-0.0000460,-0.0000244,-0.0000306
MsgID.GLOBAL_POSITION,0.0000000,-122.3974463,37.7924815,3.0030000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,304.5030000,0.1688031,0.3205879,-3.0036151
MsgID.LOCAL_VELOCITY,304.5030000,-0.0000060,-0.0000210,0.0000292
MsgID.GLOBAL_POSITION,0.0000000,-122.3974448,37.7924812,3.0010000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,304.7530000,0.1338245,0.4549480,-3.0012145
MsgID.LOCAL_VELOCITY,304.7530000,-0.0000448,0.0000008,0.0000855
MsgID.GLOBAL_POSITION,0.0000000,-122.3974449,37.7924817,3.0020000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,305.0040000,0.1981194,0.4524032,-3.0023291
MsgID.LOCAL_VELOCITY,305.0040000,0.0000194,0.0000462,-0.0000161
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974464,37.7924822,3.0090000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,305.2540000,0.2534990,0.3181916,-3.0090201
MsgID.LOCAL_VELOCITY,305.2540000,-0.0000024,-0.0000190,0.0000288
MsgID.GLOBAL_POSITION,0.0000000,-122.3974480,37.7924802,3.0220000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,305.5040000,0.0298159,0.1739709,-3.0228736
MsgID.LOCAL_VELOCITY,305.5040000,0.0000005,-0.0000078,0.0001045
MsgID.GLOBAL_POSITION,0.0000000,-122.3974467,37.7924801,3.0380000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,305.7540000,0.0191906,0.2903091,-3.0382385
MsgID.LOCAL_VELOCITY,305.7540000,0.0000140,0.0000336,0.0001002
MsgID.GLOBAL_POSITION,0.0000000,-122.3974464,37.7924816,3.0550000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,306.0040000,0.1797851,0.3140244,-3.0554552
MsgID.LOCAL_VELOCITY,306.0040000,-0.0000044,0.0000052,0.0000381
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974460,37.7924828,3.0660000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,306.2540000,0.3152809,0.3500583,-3.0661173
MsgID.LOCAL_VELOCITY,306.2540000,-0.0000182,0.0000340,0.0000096
MsgID.GLOBAL_POSITION,0.0000000,-122.3974465,37.7924821,3.0680000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,306.5040000,0.2417357,0.3100616,-3.0689642
MsgID.LOCAL_VELOCITY,306.5040000,-0.0000148,-0.0000058,0.0000783
MsgID.GLOBAL_POSITION,0.0000000,-122.3974462,37.7924813,3.0610000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,306.7540000,0.1478052,0.3328082,-3.0610762
MsgID.LOCAL_VELOCITY,306.7540000,0.0000285,0.0000214,-0.0000350
MsgID.GLOBAL_POSITION,0.0000000,-122.3974480,37.7924799,3.0400000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,307.0040000,-0.0063190,0.1722643,-3.0404971
MsgID.LOCAL_VELOCITY,307.0040000,-0.0000060,-0.0000086,0.0000110
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974484,37.7924796,3.0140000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,307.2540000,-0.0434773,0.1393086,-3.0149500
MsgID.LOCAL_VELOCITY,307.2540000,-0.0000223,0.0000251,0.0001072
MsgID.GLOBAL_POSITION,0.0000000,-122.3974476,37.7924808,2.9820000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,307.5040000,0.0916282,0.2056539,-2.9823732
MsgID.LOCAL_VELOCITY,307.5040000,0.0000051,-0.0000150,0.0000334
MsgID.GLOBAL_POSITION,0.0000000,-122.3974453,37.7924812,2.9560000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,307.7540000,0.1335282,0.4165873,-2.9565961
MsgID.LOCAL_VELOCITY,307.7540000,-0.0000368,0.0000384,0.0000806
MsgID.GLOBAL_POSITION,0.0000000,-122.3974448,37.7924812,2.9350000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,308.0040000,0.1350063,0.4601983,-2.9359121
MsgID.LOCAL_VELOCITY,308.0040000,0.0000057,-0.0000112,0.0000078
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974454,37.7924820,2.9260000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,308.2540000,0.2328616,0.4069661,-2.9263179
MsgID.LOCAL_VELOCITY,308.2540000,-0.0000119,0.0000075,0.0000361
MsgID.GLOBAL_POSITION,0.0000000,-122.3974465,37.7924822,2.9220000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,308.5040000,0.2463223,0.3096056,-2.9220591
MsgID.LOCAL_VELOCITY,308.5040000,-0.0000096,-0.0000185,0.0000333
MsgID.GLOBAL_POSITION,0.0000000,-122.3974458,37.7924809,2.9210000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,308.7540000,0.1051730,0.3727965,-2.9215279
MsgID.LOCAL_VELOCITY,308.7540000,0.0000292,0.0000136,0.0000520
MsgID.GLOBAL_POSITION,0.0000000,-122.3974447,37.7924811,2.9220000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,309.0040000,0.1280556,0.4640141,-2.9224181
MsgID.LOCAL_VELOCITY,309.0040000,-0.0000044,0.0000326,0.0000947
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974450,37.7924815,2.9230000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,309.2540000,0.1757056,0.4385619,-2.9238508
MsgID.LOCAL_VELOCITY,309.2540000,0.0000200,0.0000195,0.0000420
MsgID.GLOBAL_POSITION,0.0000000,-122.3974472,37.7924825,2.9260000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,309.5040000,0.2840717,0.2488478,-2.9266670
MsgID.LOCAL_VELOCITY,309.5040000,-0.0000087,0.0000230,-0.0000061
MsgID.GLOBAL_POSITION,0.0000000,-122.3974482,37.7924813,2.9310000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,309.7540000,0.1498113,0.1595241,-2.9313955
MsgID.LOCAL_VELOCITY,309.7540000,-0.0000069,0.0000682,0.0000887
MsgID.GLOBAL_POSITION,0.0000000,-122.3974460,37.7924800,2.9410000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,310.0050000,0.0035587,0.3535399,-2.9417925
MsgID.LOCAL_VELOCITY,310.0050000,-0.0000280,0.0000523,0.0000729
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974448,37.7924805,2.9570000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,310.2550000,0.0615334,0.4563390,-2.9577382
MsgID.LOCAL_VELOCITY,310.2550000,-0.0000074,0.0000175,0.0000067
MsgID.GLOBAL_POSITION,0.0000000,-122.3974449,37.7924823,2.9860000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,310.5050000,0.2600522,0.4469351,-2.9868448
MsgID.LOCAL_VELOCITY,310.5050000,-0.0000027,-0.0000106,0.0000383
MsgID.GLOBAL_POSITION,0.0000000,-122.3974466,37.7924804,3.0220000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,310.7550000,0.0533328,0.2984629,-3.0225151
MsgID.LOCAL_VELOCITY,310.7550000,0.0000055,0.0000174,0.0000750
MsgID.GLOBAL_POSITION,0.0000000,-122.3974470,37.7924804,3.0710000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,311.0050000,0.0448531,0.2619210,-3.0714660
MsgID.LOCAL_VELOCITY,311.0050000,0.0000272,-0.0000101,0.0001001
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974470,37.7924815,3.1150000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,311.2550000,0.1692857,0.2654493,-3.1158996
MsgID.LOCAL_VELOCITY,311.2550000,-0.0000363,0.0000621,-0.0000298
MsgID.GLOBAL_POSITION,0.0000000,-122.3974465,37.7924812,3.1610000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,311.5050000,0.1353441,0.3065821,-3.1616416
MsgID.LOCAL_VELOCITY,311.5050000,-0.0000388,0.0000424,0.0000891
MsgID.GLOBAL_POSITION,0.0000000,-122.3974482,37.7924806,3.1920000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,311.7550000,0.0706355,0.1566925,-3.1925802
MsgID.LOCAL_VELOCITY,311.7550000,-0.0000392,0.0000221,0.0000842
MsgID.GLOBAL_POSITION,0.0000000,-122.3974472,37.7924799,3.2160000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,312.0050000,-0.0076423,0.2482438,-3.2162936
MsgID.LOCAL_VELOCITY,312.0050000,-0.0000089,-0.0000185,0.0000443
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974466,37.7924812,3.2280000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,312.2550000,0.1348023,0.2998110,-3.2286909
MsgID.LOCAL_VELOCITY,312.2550000,-0.0000125,0.0000025,0.0000386
MsgID.GLOBAL_POSITION,0.0000000,-122.3974466,37.7924802,3.2360000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,312.5050000,0.0267965,0.2998110,-3.2365980
MsgID.LOCAL_VELOCITY,312.5050000,-0.0000052,0.0000088,0.0000998
MsgID.GLOBAL_POSITION,0.0000000,-122.3974466,37.7924808,3.2400000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,312.7550000,0.0949123,0.2998127,-3.2402642
MsgID.LOCAL_VELOCITY,312.7550000,-0.0000412,0.0000175,0.0000074
MsgID.GLOBAL_POSITION,0.0000000,-122.3974466,37.7924824,3.2420000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,313.0050000,0.2729429,0.2943501,-3.2425857
MsgID.LOCAL_VELOCITY,313.0050000,-0.0000018,0.0000119,0.0000752
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_POSITION,0.0000000,-122.3974474,37.7924823,3.2430000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,313.2550000,0.2615038,0.2283997,-3.2437232
MsgID.LOCAL_VELOCITY,313.2550000,-0.0000173,0.0000441,0.0000037
MsgID.GLOBAL_POSITION,0.0000000,-122.3974470,37.7924828,3.2430000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,313.5050000,0.3119889,0.2655115,-3.2438958
MsgID.LOCAL_VELOCITY,313.5050000,-0.0000097,-0.0000026,0.0000421
MsgID.GLOBAL_POSITION,0.0000000,-122.3974465,37.7924814,3.2410000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,313.7560000,0.1589953,0.3089758,-3.2419596
MsgID.LOCAL_VELOCITY,313.7560000,-0.0000029,-0.0000026,0.0000781
